Location,Coordinates,Weather Condition,Temperature (°C),Feels like (°C),Min Temperature (°C),Max Temperature (°C),Pressure (hPa),Humidity (%),Visibility (m),Wind Speed (m/s),Wind Direction (°),Cloudiness (%),Sunrise,Sunset,Date
"Weatherby Lake, US","{'lon': -94.6648, 'lat': 39.2379}",overcast clouds,17.69,17.5,16.27,20.48,999,76,10000,5.14,110,100,06:11:37,20:18:39,2024-05-08
