Date,Usage (kWh),Demand (kWh),Period,Cost,Bill Date,Average Demand,Average Temp,Peak Demand
5/8/2024,0.879,0.4272,Wednesday,1.3062,2024-05-08T00:00:00,0.0,0.0,0.4272
