Location,Coordinates,Weather Condition,Temperature,Feels like,Min Temperature,Max Temperature,Pressure,Humidity,Visibility,Wind Speed,Wind Direction,Cloudiness,Sunrise,Sunset,Date
Weatherby Lake,"{'lon': -94.6648, 'lat': 39.2379}",broken clouds,22.75,22.91,21.52,23.44,1004,70,10000,7.72,150,75,06:13:44,20:16:42,2024-05-06
